"","Model","Price","Manufacturer","Year","Count"
"474","Altima S 2.5",9995,"Nissan",2015,1
"475","Altima S Leather",5200,"Nissan",2009,1
"476","Altima S Sedan",12798.3333333333,"Nissan",2015,3
"477","Altima Se",4249.5,"Nissan",2006,2
"478","Altima Se-R",2375,"Nissan",2006,2
"479","Altima Se 2.5",10997,"Nissan",2017,1
"480","Altima Se Coupe",6800,"Nissan",2008,1
"481","Altima Se V6",6995,"Nissan",2003,2
"482","Altima Sedan",9471.25,"Nissan",2015,4
"483","Altima Sedan I4 2.5",13110,"Nissan",2016,1
"484","Altima Sl",9744.58620689655,"Nissan",2014,29
"485","Altima Sl 2.5",12250,"Nissan",2013,1
"486","Altima Sl 2.5l",5950,"Nissan",2014,1
"487","Altima Sl 2.5l 4cyl",3800,"Nissan",2006,1
"488","Altima Sl Fwd Gas Sedan",18845.1538461538,"Nissan",2018,13
"489","Altima Special Edition",7995,"Nissan",2011,1
"490","Altima Sr",11828.0454545455,"Nissan",2017,22
"491","Altima Sr 3.5",9995,"Nissan",2011,1
"492","Altima Sr Fwd Gas Sedan",22999,"Nissan",2020,2
"493","Altima Sv",10820.3636363636,"Nissan",2016,11
"494","Altima Vc-T Edition One",27990,"Nissan",2019,1
"495","Altima Vc-T Platinum",28990,"Nissan",2019,1
"496","Altima Xe",2497.5,"Nissan",2001,4
"497","Altima2.Sl",5200,"Nissan",2012,1
"498","Altime Sl",3800,"Nissan",2008,1
"499","Altimia Hybrid",6495,"Nissan",2010,1
"500","Amada",6500,"Nissan",2004,1
"501","Amry",5500,"Toyota",2010,1
"502","Armada",20369.3473282443,"Nissan",2005,262
"503","Armada 4wd Platinum Automatic",18499,"Nissan",2014,1
"504","Armada 4x4 Automatic",29098,"Nissan",2017,1
"505","Armada 4x4 Sl",559,"Nissan",2019,1
"506","Armada Le",6833.33333333333,"Nissan",2006,3
"507","Armada Le Suv",11995,"Nissan",2008,1
"508","Armada Platinum",23305.9333333333,"Nissan",2011,15
"509","Armada Platinum 4wd",23445,"Nissan",2017,2
"510","Armada Se",5756.4,"Nissan",2008,20
"511","Armada Se 4x2",1500,"Nissan",2008,1
"512","Armada Se 4x4",7850,"Nissan",2007,1
"513","Armada Se Off-Road",7995,"Nissan",2004,3
"514","Armada Se Suv",6400,"Nissan",2004,1
"515","Armada Sl",33804.3571428571,"Nissan",2019,14
"516","Armada Sl 4x4",20328.3333333333,"Nissan",2012,3
"517","Armada Sl Awd Gas Suv",33999,"Nissan",2017,2
"518","Armada Sl Navigation Prem",30993,"Nissan",2019,1
"519","Armada Sv",16651.3076923077,"Nissan",2013,13
"520","Armada Sv Sport Utility",32990,"Nissan",2019,2
"521","Armanda",12950,"Nissan",2012,1
"522","Ascent",30567.4324324324,"Subaru",2019,37
"523","Ascent Limited",37111.6666666667,"Subaru",2020,6
"524","Ascent Limited 8-Passeng",34000,"Subaru",2020,1
"525","Ascent Limited 8 Passeng",34000,"Subaru",2020,1
"526","Ascent Premium",30890,"Subaru",2019,2
"527","Ascent Premium 7-Passeng",31500,"Subaru",2020,1
"528","Autozam Az-1 Mazdaspeed",19995,"Mazda",1993,1
"529","Avalon",8974.23300970874,"Toyota",2001,309
"530","Avalon 4dr Sdn",167,"Toyota",2011,1
"531","Avalon Camry Corolla",3999,"Toyota",2007,1
"532","Avalon Hybrid",17404.7916666667,"Toyota",2013,24
"533","Avalon Hybrid Limited",13950,"Toyota",2013,1
"534","Avalon Hybrid Xle",15747.5,"Toyota",2014,2
"535","Avalon Hybrid Xle Touring",17975,"Toyota",2015,2
"536","Avalon Limited",9257.33333333333,"Toyota",2011,48
"537","Avalon Limited Heated Leather / Moon Roof / 1-Owner",10990,"Toyota",2011,1
"538","Avalon Limited Hybrid",20590,"Toyota",2014,1
"539","Avalon Limited Sedan 4d",18990,"Toyota",2015,2
"540","Avalon Lx",3495,"Toyota",2001,1
"541","Avalon Sedan 4d",13990,"Toyota",2012,2
"542","Avalon Touring",5133.33333333333,"Toyota",2006,3
"543","Avalon Xl",3625.5641025641,"Toyota",2000,39
"544","Avalon Xle",11476.4,"Toyota",2013,10
"545","Avalon Xle Premium Hybrid",22990,"Toyota",2015,1
"546","Avalon Xle Sedan",29900,"Toyota",2019,1
"547","Avalon Xle Sedan 4d",12189.2,"Toyota",2014,10
"548","Avalon Xle Touring",1363.63636363636,"Toyota",2013,11
"549","Avalon Xle Touring Hybrid",15590,"Toyota",2014,2
"550","Avalon Xle Touring Sedan",17990,"Toyota",2013,2
"551","Avalon Xls",4748.875,"Toyota",2004,40
"552","Avalon Xls Sedan",4400,"Toyota",2004,1
"553","Avalon Xse",31899,"Toyota",2019,1
"554","Avalonxls",3250,"Toyota",2002,1
"555","Awd Outback Limited",3995,"Subaru",2003,2
"556","B-Series 2wd Truck",3998,"Mazda",1999,1
"557","B-Series Pickup",13900,"Mazda",1986,1
"558","B-Series Regular Cab",1200,"Mazda",2000,2
"559","B-Series Truck Se",9995,"Mazda",2003,1
"560","B2000",6300,"Mazda",1986,1
"561","B2200",4616.66666666667,"Mazda",1990,3
"562","B2300",3127.14285714286,"Mazda",2003,7
"563","B2300 Le",1850,"Mazda",1996,1
"564","B2300 Sx",6999,"Mazda",2002,1
"565","B2300 Truck",5000,"Mazda",2005,1
"566","B2500",4538,"Mazda",1998,5
"567","B3000",4117.875,"Mazda",2000,8
"568","B3000 Dual Sport",6450,"Mazda",2002,2
"569","B3000 Regcab",6000,"Mazda",2002,1
"570","B3000 Slt",500,"Mazda",1996,1
"571","B4000",5356.5,"Mazda",2000,6
"572","B4000 Le",1750,"Mazda",1994,1
"573","B4000 Se 4wd",9995,"Mazda",2001,1
"574","B9 Tribeca",6616.90322580645,"Subaru",2007,31
"575","B9 Tribeca 5-Pass Gray Int",6880,"Subaru",2006,4
"576","B9 Tribeca 5-Pass.",6495,"Subaru",2006,2
"577","B9 Tribeca 7-Pass.",8492.5,"Subaru",2006,2
"578","B9 Tribeca Ltd. 7-Pass",7999,"Subaru",2006,1
"579","B9 Tribeca Ltd. 7-Pass.",8499,"Subaru",2006,1
"580","B9+Tribeca",7991,"Subaru",2007,1
"581","Baja",5992.57894736842,"Subaru",2003,19
"582","Baja (Natl)",18995,"Subaru",2005,1
"583","Baja Sport",7506.28571428571,"Subaru",2006,7
"584","Baja Sport Awd",9500,"Subaru",2006,1
"585","Baja Turbo",8369.85714285714,"Subaru",2006,7
"586","Beat",6000,"Honda",1991,1
"587","Bj74 Land Cruiser",19000,"Toyota",1986,1
"588","Bongo Brawny",13000,"Mazda",1986,1
"589","Brat",2150,"Subaru",1985,2
"590","Braun Rampvan",8500,"Toyota",2006,1
"591","Brz",17968.0512820513,"Subaru",2014,39
"592","Brz Hyper.blue",26000,"Subaru",2016,1
"593","Brz Limited",15874,"Subaru",2013,8
"594","Brz Limited Coupe 2d",24573.9047619048,"Subaru",2013,21
"595","Brz Limited Rwd Gas Coupe",21499,"Subaru",2014,2
"596","Brz Premium Coupe 2d",16990,"Subaru",2013,2
"597","C-Hr",19408.1320754717,"Toyota",2018,53
"598","C-Hr Le",19998,"Toyota",2019,1
"599","C-Hr Le Sport Utility 4d",20990,"Toyota",2019,2
"600","C-Hr Limited Sport",20990,"Toyota",2019,1
"601","C-Hr Premium",17990,"Toyota",2018,1
"602","C-Hr Xle Fwd",21989,"Toyota",2018,1
"603","C-Hr Xle Premium",20911,"Toyota",2018,1
"604","C-Hr Xle Premium Sport",18590,"Toyota",2018,1
"605","C-Hr Xle Sport Utility 4d",17268.1428571429,"Toyota",2018,7
"606","C R V",9450,"Honda",2010,1
"607","Camery 5 Speed",3490,"Toyota",2005,1
"608","Camry",9857.36166007905,"Toyota",2011,2024
"609","Camry 2012",6999,"Toyota",2012,1
"610","Camry 2014.5 4dr Sdn I4 Auto Se (Natl)",10987,"Toyota",2014,1
"611","Camry 4-Door",1000,"Toyota",1995,1
"612","Camry 4-Door Le Sedan",4100,"Toyota",2011,1
"613","Camry 4 Door Sedan",295,"Toyota",2014,1
"614","Camry 4dr Sdn Ce Manual",211,"Toyota",2000,2
"615","Camry 4dr Sdn I4 Auto L (Natl) *Ltd Avail*",11995,"Toyota",2014,1
"616","Camry 4dr Sdn I4 Auto Le",127,"Toyota",2011,2
"617","Camry 4dr Sdn I4 Auto Le (Natl)",10094,"Toyota",2008,2
"618","Camry 4dr Sdn I4 Auto Se",209,"Toyota",2014,2
"619","Camry 4dr Sdn I4 Man Le (Natl)",3975,"Toyota",2008,1
"620","Camry 4dr Sdn V6 Auto Xle (Natl)",18500,"Toyota",2016,3
"621","Camry 4dr Sdn Xle V6 Auto (Natl)",4450,"Toyota",2005,1
"622","Camry Base",6495,"Toyota",2007,1
"623","Camry Base Ce",6598,"Toyota",2007,1
"624","Camry Ce",4272.625,"Toyota",2011,8
"625","Camry Fuel Economy!!",8337,"Toyota",2009,1
"626","Camry Hybird",5995,"Toyota",2009,1
"627","Camry Hybird Le",13640,"Toyota",2014,1
"628","Camry Hybrid",9451.47826086957,"Toyota",2009,115
"629","Camry Hybrid 1-Owner",7987,"Toyota",2009,2
"630","Camry Hybrid Base",5999,"Toyota",2007,2
"631","Camry Hybrid Hybrid",7993,"Toyota",2009,1
"632","Camry Hybrid Le",9230.42857142857,"Toyota",2015,7
"633","Camry Hybrid Le Sedan 4d",18190,"Toyota",2015,3
"634","Camry Hybrid Se",15500,"Toyota",2015,1
"635","Camry Hybrid Xle",12316.7272727273,"Toyota",2014,11
"636","Camry L",10605.5,"Toyota",2014,4
"637","Camry L Sedan 4d",15567.7777777778,"Toyota",2018,9
"638","Camry Le",6790.29864253394,"Toyota",2012,442
"639","Camry Le 2.4l Engine",5300,"Toyota",2008,1
"640","Camry Le 2013",13999,"Toyota",2013,1
"641","Camry Le 4 Dr Sedan",3900,"Toyota",1998,1
"642","Camry Le 4dr Sedan",7531.95238095238,"Toyota",2003,42
"643","Camry Le 4dr Sedan (2.4l",5990,"Toyota",2007,5
"644","Camry Le 4dr.",11450,"Toyota",2014,1
"645","Camry Le 5-Spd At",6852.33333333333,"Toyota",2008,6
"646","Camry Le Auto (Natl)",20987,"Toyota",2018,1
"647","Camry Le Automatic",15523.6666666667,"Toyota",2011,3
"648","Camry Le Economy Sedan",5800,"Toyota",2008,1
"649","Camry Le Gallery",2200,"Toyota",2001,1
"650","Camry Le Hybrid",13700,"Toyota",2015,4
"651","Camry Le Manual",7990,"Toyota",2011,1
"652","Camry Le Sedan",5333.4375,"Toyota",2005,16
"653","Camry Le Sedan 4d",16049.7878787879,"Toyota",2014,66
"654","Camry Le V6",4516.85714285714,"Toyota",2008,7
"655","Camry Le*Back Up Cam*Fue",17337,"Toyota",2017,1
"656","Camry Le. V6",1500,"Toyota",1996,1
"657","Camry Low Miles",17132,"Toyota",2017,1
"658","Camry Se",12232.3948717949,"Toyota",2009,195
"659","Camry Se 1-Owner Carfax",11988,"Toyota",2014,2
"660","Camry Se 1 Owner, Low",26500,"Toyota",2020,1
"661","Camry Se 4dr Sedan",11451.1764705882,"Toyota",2012,17
"662","Camry Se Auto (Natl)",16494,"Toyota",2017,1
"663","Camry Se Fwd Gas Sedan",19665.6666666667,"Toyota",2018,3
"664","Camry Se Sedan",13000,"Toyota",2014,1
"665","Camry Se Sedan 4d",18089.7272727273,"Toyota",2018,88
"666","Camry Se Special Edition",10800,"Toyota",2014,1
"667","Camry Se Sport",12875,"Toyota",2014,2
"668","Camry Se Sport 6-Speed Automatic",9500,"Toyota",2014,2
"669","Camry Se Sport Limited",9899,"Toyota",2012,1
"670","Camry Se V6",10722.5,"Toyota",2012,4
"671","Camry Se V6 4dr Sedan",5995,"Toyota",2007,1
"672","Camry Se V6 Sport",16500,"Toyota",2014,1
"673","Camry Se W/Bluetooth",18000,"Toyota",2016,1
"674","Camry Se W/Low Miles,",25000,"Toyota",2019,1
"675","Camry Se*Leather*Back Up",18337,"Toyota",2017,1
"676","Camry Se/Camera",18995,"Toyota",2019,1
"677","Camry Sedan 4d",12290,"Toyota",2011,2
"678","Camry Sedan I4 Automatic Automatic",12985,"Toyota",2014,1
"679","Camry Solara",5044.39130434783,"Toyota",2000,46
"680","Camry Solara 2dr Conv Sle",5999,"Toyota",2006,4
"681","Camry Solara Convertible",5108.46153846154,"Toyota",2005,13
"682","Camry Solara Coupe",3400,"Toyota",2000,1
"683","Camry Solara Se",5286.25,"Toyota",2005,4
"684","Camry Solara Se 5-Speed Automatic",9950,"Toyota",2007,1
"685","Camry Solara Se V6",2600,"Toyota",1999,1
"686","Camry Solara Sle",6820.66666666667,"Toyota",2007,6
"687","Camry Solara Sle Convertible",5720,"Toyota",2006,5
"688","Camry Solara Sle V6",3139.8,"Toyota",2004,5
"689","Camry Special Edition",2000,"Toyota",2016,1
"690","Camry Trd",30000,"Toyota",2020,1
"691","Camry V6",3800,"Toyota",2004,1
"692","Camry V6 Le",3600,"Toyota",1995,1
"693","Camry Xle",7605.54609929078,"Toyota",2004,141
"694","Camry Xle Automatic",24990,"Toyota",2018,1
"695","Camry Xle Hybrid",14911.6666666667,"Toyota",2013,6
"696","Camry Xle Hybrid Sedan 4d",14240,"Toyota",2012,4
"697","Camry Xle Sedan 4 Door",6500,"Toyota",2010,1
"698","Camry Xle Sedan 4d",14716.375,"Toyota",2012,16
"699","Camry Xle V6",9150.77272727273,"Toyota",2017,22
"700","Camry Xle V6 Le",4990,"Toyota",2002,2
"701","Camry Xse",22270.3076923077,"Toyota",2017,13
"702","Camry Xse Fwd Gas Sedan",16999,"Toyota",2015,6
"703","Camry Xse Sedan",15988,"Toyota",2015,1
"704","Camry Xse Sedan 4d",12698.5833333333,"Toyota",2018,12
"705","Camry Xse V6",26998,"Toyota",2018,1
"706","Camry,Ce",5000,"Toyota",2008,1
"707","Camry/Se/L",20999,"Toyota",2019,3
"708","Camryxle",4900,"Toyota",2005,1
"709","Canry",4600,"Toyota",2011,1
"710","Caravan Cruise",11000,"Nissan",1990,1
"711","Carolla",2900,"Toyota",2004,5
"712","Cb1100",6500,"Honda",2014,1
"713","Cbr1000",5497.5,"Honda",2006,2
"714","Cbr600rr",9000,"Honda",2017,1
"715","Cbr650f",5200,"Honda",2015,1
"716","Celica",4237.72727272727,"Toyota",2004,22
"717","Celica Convertible",4200,"Toyota",1992,2
"718","Celica Gt",4189.6,"Toyota",2002,25
"719","Celica Gt-S",5082.5,"Toyota",2000,6
"720","Celica Gt-S Liftback",9500,"Toyota",1984,1
"721","Celica Gt Convertible",4746.25,"Toyota",1995,4
"722","Celica Gts",5038.57142857143,"Toyota",2000,7
"723","Celica Gts Convertible",6250,"Toyota",1985,1
"724","Celica S/T",9200,"Toyota",1973,1
"725","Celica St",9200,"Toyota",1973,1
"726","Celica St Liftback",4500,"Toyota",1994,1
"727","Celica Supra",6250,"Toyota",1983,2
"728","Centra",5000,"Nissan",2006,1
"729","Century",14500,"Buick",1994,1
"730","Ch-R",22495,"Toyota",2018,1
"731","Chinook",10000,"Toyota",1978,1
"732","Chr",17950,"Honda",2017,2
"733","Chr Xle Fwd Gas Hatchback",20999,"Toyota",2018,1
"734","Civ C Ex 4dr",6995,"Honda",2009,1
"735","Civc Lx",8000,"Honda",2010,1
"736","Civic",8955.98304126625,"Honda",1998,1769
"737","Civic 2019",19500,"Honda",2019,1
"738","Civic 4dr",15992.8,"Honda",2017,5
"739","Civic 4dr Cvt Lx",203,"Honda",2014,1
"740","Civic 4dr Sdn Ex Auto",17995,"Honda",2018,1
"741","Civic 4dr Sedan Lx Auto 1.5l",2990,"Honda",1995,1
"742","Civic Clean Reliable 2012",6900,"Honda",2012,4
"743","Civic Coupe",6892.29508196721,"Honda",2006,61
"744","Civic Coupe Ex",8487.66666666667,"Honda",2018,9
"745","Civic Coupe Ex-T",19289,"Honda",2018,1
"746","Civic Coupe Lx",7916.33333333333,"Honda",2010,3
"747","Civic Coupe Lx-P",15999,"Honda",2016,1
"748","Civic Coupe Si",8650,"Honda",2009,2
"749","Civic Couple Lx",7499,"Honda",2009,1
"750","Civic Cpe",6743.51724137931,"Honda",2009,29
"751","Civic Cpe Ex-L",10499,"Honda",2013,1
"752","Civic Cx Hatchback",2750,"Honda",1997,1
"753","Civic Del Sol",4916,"Honda",1993,8
"754","Civic Del Sol Si",3500,"Honda",1993,1
"755","Civic Dx",2890,"Honda",2005,13
"756","Civic Dx 4 Door Sedan",2000,"Honda",2009,1
"757","Civic Dx Coupe",1766.66666666667,"Honda",2004,3
"758","Civic Dx Hatchback",2749.5,"Honda",1997,2
"759","Civic Dx Vp",5850,"Honda",2011,1
"760","Civic Ec",2500,"Honda",1999,1
"761","Civic Ex",7095.592760181,"Honda",2003,221
"762","Civic Ex-L",14257.5625,"Honda",2012,48
"763","Civic Ex-L 4 Door Sedan",7195,"Honda",2012,1
"764","Civic Ex-L Coupe 2d",20990,"Honda",2017,1
"765","Civic Ex-L Exl",5800,"Honda",2009,1
"766","Civic Ex-L Hatchback",16800,"Honda",2019,1
"767","Civic Ex-L One Owner Loade",9995,"Honda",2013,1
"768","Civic Ex-L Sedan / Leather / Navigation / Moon Roof",10990,"Honda",2012,1
"769","Civic Ex-L Sedan 4d",14518.6666666667,"Honda",2013,21
"770","Civic Ex-L Sedan 5-Speed At",4995,"Honda",2009,2
"771","Civic Ex-L W/Honda Sensing",20990,"Honda",2017,1
"772","Civic Ex-L W/Navigation",18990,"Honda",2017,1
"773","Civic Ex-T",10327.6153846154,"Honda",2017,13
"774","Civic Ex-T Coupe 2d",16652,"Honda",2017,23
"775","Civic Ex-T Sedan",16995,"Honda",2016,1
"776","Civic Ex-T Sedan 4d",16067.8260869565,"Honda",2017,23
"777","Civic Ex-T W/Honda Sensing",19990,"Honda",2018,2
"778","Civic Ex-T. Sunroof, Blin",18900,"Honda",2018,1
"779","Civic Ex 1.8l",5900,"Honda",2008,2
"780","Civic Ex 4dr",5990,"Honda",2007,1
"781","Civic Ex 4dr Sedan",5500,"Honda",2008,1
"782","Civic Ex 5spd",4995,"Honda",2004,1
"783","Civic Ex Coupe",5570.25,"Honda",2013,12
"784","Civic Ex Coupe 2d",14685.652173913,"Honda",2015,23
"785","Civic Ex Hatchback",16499,"Honda",2019,2
"786","Civic Ex Hatchback 4d",19211.6666666667,"Honda",2017,6
"787","Civic Ex L",7775,"Honda",2008,2
"788","Civic Ex Se",3750,"Honda",2005,1
"789","Civic Ex Sedan",10217.1666666667,"Honda",2013,18
"790","Civic Ex Sedan 4d",16053.3793103448,"Honda",2016,58
"791","Civic Ex Sedan 5-Speed Manual",3345,"Honda",2007,2
"792","Civic Ex Special Edition",4497,"Honda",2005,2
"793","Civic Ex W/Honda Sensing",10136.5,"Honda",2017,2
"794","Civic Ex W/Navi",6395,"Honda",2006,1
"795","Civic Ex*Moon Roof*Back U",21337,"Honda",2018,1
"796","Civic Ex, Coupe, Great Mp",16500,"Honda",2019,12
"797","Civic Exl",9189,"Honda",2015,6
"798","Civic Exl Coupe",6338.5,"Honda",2012,2
"799","Civic Exl Hatchback",17900,"Honda",2020,1
"800","Civic Exl Sedan",10500,"Honda",2012,1
"801","Civic Exl Turbo",12998,"Honda",2018,1
"802","Civic Exl Turbo Sensing",14997,"Honda",2019,1
"803","Civic Gx",5200,"Honda",2010,1
"804","Civic Hatchback",13275.7,"Honda",1998,10
"805","Civic Hatchback Ex",22988,"Honda",2018,1
"806","Civic Hatchback Sport",19243,"Honda",2018,4
"807","Civic Hf",6800,"Honda",2012,1
"808","Civic Hx",1800,"Honda",1996,1
"809","Civic Hybrid",4388.76315789474,"Honda",2007,76
"810","Civic Hybrid Sedan",5950,"Honda",2009,1
"811","Civic Hybrid Sedan 4d",12990,"Honda",2013,3
"812","Civic Le",11500,"Honda",2011,1
"813","Civic Lx",7349.22163588391,"Honda",2008,379
"814","Cívic Lx",7999,"Honda",2012,1
"815","Civic Lx-P Coupe 2d",18170,"Honda",2017,10
"816","Civic Lx-P One Owner",257,"Honda",2016,1
"817","Civic Lx-S",7423.66666666667,"Honda",2009,6
"818","Civic Lx 2d",3500,"Honda",2004,1
"819","Civic Lx 4d",8500,"Honda",2012,1
"820","Civic Lx 4dr",7161.66666666667,"Honda",2012,3
"821","Civic Lx 4dr Sedan",10265,"Honda",2004,3
"822","Civic Lx Automatic",9999,"Honda",2013,1
"823","Civic Lx Coupe",6213.85,"Honda",2008,20
"824","Civic Lx Coupe 2d",14769.6461538462,"Honda",2012,65
"825","Civic Lx Cvt",245,"Honda",2019,1
"826","Civic Lx Fwd Gas Sedan",14554.5555555556,"Honda",2014,9
"827","Civic Lx Hatchback 4d",21590,"Honda",2019,1
"828","Civic Lx Manual",275,"Honda",2018,1
"829","Civic Lx Sedan",7502.48888888889,"Honda",2009,45
"830","Civic Lx Sedan 4d",14217,"Honda",2013,68
"831","Civic Lx Sedan 4d# 2012",10200,"Honda",2012,1
"832","Civic Lx Sedan 5-Speed At",7472.5,"Honda",2011,2
"833","Civic Lx Sedan Cvt",15999,"Honda",2016,2
"834","Civic Lx Sedan W/ Front S",3195,"Honda",2005,1
"835","Civic Lx Turbo",15950,"Honda",2019,1
"836","Civic Lx* 41,000 Miles",7800,"Honda",2008,1
"837","Civic Lx*Back Up Cam*Fuel",14237,"Honda",2015,1
"838","Civic Lx+S",7800,"Honda",2010,1
"839","Civic Mugen",13500,"Honda",2008,1
"840","Civic Natural Gas",8000,"Honda",2012,1
"841","Civic Sdn",7448.72413793103,"Honda",2012,87
"842","Civic Sdn 4dr Auto Lx",9954,"Honda",2013,1
"843","Civic Sdn Ex",8183,"Honda",2012,2
"844","Civic Sdn Ex-L",7995,"Honda",2012,1
"845","Civic Sdn Lx",10522,"Honda",2013,4
"846","Civic Sdn Lx Low Miles,",19000,"Honda",2017,1
"847","Civic Sdn Lx Lx Low",19000,"Honda",2017,1
"848","Civic Se",8190.5,"Honda",2015,6
"849","Civic Se Sedan 4d",13656.6666666667,"Honda",2015,3
"850","Civic Sedan",13609.4205607477,"Honda",2018,107
"851","Civic Sedan 2.0 L4 Lx Cvt",19981,"Honda",2019,1
"852","Civic Sedan 4dr Cvt Ex",13515,"Honda",2015,1
"853","Civic Sedan 4dr Cvt Lx",17097,"Honda",2016,1
"854","Civic Sedan 5 Speed",1900,"Honda",1994,3
"855","Civic Sedan Ex",17068,"Honda",2018,12
"856","Civic Sedan Ex-L",15200,"Honda",2017,2
"857","Civic Sedan Ex Cvt",16531.4285714286,"Honda",2017,7
"858","Civic Sedan Lx",13497.9642857143,"Honda",2015,28
"859","Civic Sedan Lx Cvt W/ Bluetooth",19500,"Honda",2019,1
"860","Civic Sedan Se",11252,"Honda",2015,1
"861","Civic Sedan Vp",6863.33333333333,"Honda",2010,3
"862","Civic Si",13095.9861111111,"Honda",2014,72
"863","Civic Si 4dr Sedan",10995,"Honda",2009,1
"864","Civic Si Coupe",10722.4285714286,"Honda",2012,14
"865","Civic Si Coupe 2d",23075.7142857143,"Honda",2018,42
"866","Civic Si Sedan",13671.1875,"Honda",2012,16
"867","Civic Si Sedan 4d",18862.875,"Honda",2019,8
"868","Civic Si Turbo",14599,"Honda",2019,1
"869","Civic Si`",12500,"Honda",2008,1
"870","Civic Sport",16902.5,"Honda",2019,8
"871","Civic Sport 4dr Hatchback",18495,"Honda",2017,1
"872","Civic Sport Coupe 2d",21590,"Honda",2019,1
"873","Civic Sport Hatchback",19424.5,"Honda",2017,2
"874","Civic Sport Hatchback 4d",15587.4166666667,"Honda",2018,12
"875","Civic Sport Sedan 4d",18433.7894736842,"Honda",2019,19
"876","Civic Sport Touring",13691.6666666667,"Honda",2017,3
"877","Civic Sport Trg Hatchback",26750,"Honda",2018,1
"878","Civic Srs",4000,"Honda",2002,1
"879","Civic Touring Coupe 2d",20190,"Honda",2017,3
"880","Civic Touring Limited",17500,"Honda",2016,1
"881","Civic Touring Sedan 4d",20135,"Honda",2016,6
"882","Civic Type R",38284,"Honda",2019,7
"883","Civic Type R Touring",17026,"Honda",2018,2
"884","Civic Vp",2500,"Honda",2004,1
"885","Civic Vx",3900,"Honda",1992,1
"886","Civic Wagon",4000,"Honda",1990,1
"887","Civic!",3700,"Honda",2007,1
"888","Civid Ex",18500,"Honda",2018,1
"889","Civil",3999,"Honda",2009,1
"890","Civis Lx",8999,"Honda",2014,1
"891","Civix",3999,"Honda",2003,1
"892","Civlc Lx",4500,"Honda",2006,1
"893","Cl",3838.47058823529,"Acura",2001,17
"894","Cl 2.2",1400,"Acura",1997,1
"895","Cl 2.2 Coupe",3999,"Acura",1997,1
"896","Cl 3.0",2325,"Acura",1999,4
"897","Cl 3.2",3499,"Acura",2001,1
"898","Cl Coupe",2900,"Acura",2001,2
"899","Cl S",2800,"Acura",2001,1
"900","Cl Type-S",3400,"Acura",2003,1
"901","Cl Type S",2800,"Acura",2001,2
"902","Cl3.2",4495,"Acura",2002,1
"903","Clarity Plug-In Hybrid",20751.625,"Honda",2018,16
"904","Clarity Plug-In Hybrid To",26498,"Honda",2018,1
"905","Cmary",4950,"Toyota",2005,1
"906","Corlla",8980,"Toyota",2012,1
"907","Corlla Le",15995,"Toyota",2019,1
"908","Corola",6995,"Toyota",2017,1
"909","Corolla",10001.6874189364,"Toyota",2010,1542
"910","Corolla - S",9995,"Toyota",2010,1
"911","Corolla · Le Sedan 4d",8900,"Toyota",2013,1
"912","Corolla 2005",2500,"Toyota",2005,1
"913","Corolla 2014",7500,"Toyota",2014,1
"914","Corolla 4-Door Sedan",3580.66666666667,"Toyota",2006,6
