"","Region","Price","Year","Manufacturer","Model","Condition","Cylinders","Fuel","Odometer","Transmission","Drive","Size","Type","Paint_color","State","Lat","Long","JDM"
"154","Greenville / Upstate",6950,2008,"Honda","Civic",NA,NA,"Gas",109004,"Automatic",NA,NA,"Sedan","Grey","SC",34.9176,-82.1123,"JDM"
"155","Akron / Canton",17590,2016,"Hyundai","Veloster Turbo Coupe 3d","Good",NA,"Gas",34555,"Automatic","FWD",NA,"Coupe","Orange","OH",41.08,-81.52,"Non-JDM"
"156","Holland",16995,2014,"Jaguar","Xf",NA,"6 cylinders","Gas",57865,"Other","4WD",NA,"Sedan","White","MI",42.449,-85.6619,"Non-JDM"
"157","Des Moines",6995,2013,"Toyota","Prius","Excellent",NA,"Gas",173787,"Automatic","FWD",NA,"Hatchback","Black","IA",42.0352,-91.5593,"JDM"
"158","Yakima",17887,2018,"Toyota","Corolla Xse Cvt",NA,NA,NA,30676,"Other","FWD",NA,"Sedan",NA,"WA",46.5857,-120.479,"JDM"
"159","Raleigh / Durham / Ch",4650,2005,"Nissan","Maxima Sl",NA,NA,"Gas",171000,"Automatic","FWD",NA,"Sedan",NA,"NC",35.531,-79.1864,"JDM"
"160","Waterloo / Cedar Falls",8900,2003,"Chevrolet","Silverado 2500hd","Excellent","8 cylinders","Gas",144200,"Automatic","4WD","Full-Size","Truck","Black","IA",42.4769,-92.2841,"Non-JDM"
"161","Mobile",17781,2017,"Nissan","Rogue",NA,"4 cylinders","Gas",99868,"Automatic","4WD","Mid-Size","Wagon","Grey","AL",30.6688,-88.1059,"JDM"
"162","Fargo / Moorhead",8990,2014,"KIA","Soul Plus","Good","4 cylinders","Gas",135113,"Automatic","FWD","Mid-Size","Wagon","Brown","MN",47.9202,-97.045,"Non-JDM"
"163","Raleigh / Durham / Ch",7606,2008,"Volvo","S80",NA,NA,"Gas",116325,"Automatic","FWD",NA,NA,NA,"NC",35.796,-78.8014,"Non-JDM"
"164","Colorado Springs",38500,2017,"Ram","Rebel","Excellent","8 cylinders","Gas",41500,"Automatic","4WD","Full-Size","Pickup","White","CO",38.9189,-104.704,"Non-JDM"
"165","Long Island",5000,2006,"Mazda","Tribute","Excellent","6 cylinders","Gas",115937,"Automatic","4WD","Mid-Size","Suv","Brown","NY",40.857,-73.3146,"JDM"
"166","Utica-Rome-Oneida",7995,2010,"Subaru","Forester Limited","Excellent","4 cylinders","Gas",128527,"Automatic","4WD","Mid-Size","Suv","Grey","NY",43.324,-75.1918,"JDM"
"167","Colorado Springs",6499,2008,"Honda","Cr-V","Good","4 cylinders","Gas",207863,"Automatic","4WD","Full-Size","Suv","Blue","CO",39.7401,-105.058,"JDM"
"168","Oregon Coast",9999,2015,"Hyundai","Sonata",NA,"4 cylinders","Gas",73027,"Automatic","FWD",NA,"Sedan","Brown","OR",44.0528,-123.128,"Non-JDM"
"169","Ft Myers / Sw Florida",15997,2011,"Dodge","Grand Caravan",NA,"6 cylinders","Gas",97697,"Manual","RWD",NA,"Van","White","FL",27.4798,-82.5715,"Non-JDM"
"170","Knoxville",20990,2015,"Chevrolet","Express",NA,NA,"Gas",119009,"Automatic","FWD",NA,"Other","White","TN",35.9233,-84.0607,"Non-JDM"
"171","Maine",31000,2015,"Ford","F150 Lariat","Like new","8 cylinders","Gas",77200,"Automatic","4WD","Full-Size","Pickup","White","ME",43.1309,-70.7822,"Non-JDM"
"172","Evansville",12900,1995,"Chevrolet","Impala Ss","Excellent","8 cylinders","Gas",126000,"Automatic",NA,NA,NA,"Black","IN",37.7513,-87.1554,"Non-JDM"
"173","New Orleans",8750,2013,"Nissan","Murano","Good","6 cylinders","Gas",129797,"Automatic","RWD",NA,"Wagon","Grey","LA",29.9668,-90.0625,"JDM"
"174","Richmond",3500,2009,"Chevrolet","Malibu","Good",NA,"Gas",104000,"Automatic",NA,NA,NA,NA,"VA",37.611,-77.4763,"Non-JDM"
"175","New Orleans",12950,2015,"Chevrolet","Impala",NA,NA,"Other",101549,"Automatic",NA,NA,"Sedan","Red","LA",29.9567,-89.9788,"Non-JDM"
"176","Madison",16888,2016,"Ford","Transit Cargo Van","Good","6 cylinders","Gas",113951,"Automatic","RWD","Mid-Size","Van","White","WI",43.1228,-88.5279,"Non-JDM"
"177","Greensboro",24900,2012,"Chevrolet","Silverado",NA,NA,"Gas",103000,"Automatic","4WD",NA,"Pickup",NA,"NC",36.2768,-80.3395,"Non-JDM"
"178","Oklahoma City",59499,2016,"Lexus","Lx 570",NA,NA,"Gas",49882,"Automatic","4WD",NA,"Suv","Black","OK",35.5595,-97.6455,"JDM"
"179","Des Moines",7500,2008,"Ford","F-150","Excellent","8 cylinders","Gas",174122,"Automatic","4WD",NA,"Truck",NA,"IA",41.6002,-93.5701,"Non-JDM"
"180","Kalamazoo",8997,2014,"Chevrolet","Impala","Good","6 cylinders","Gas",71169,"Automatic","FWD",NA,"Sedan","Black","MI",42.6365,-85.2859,"Non-JDM"
"181","Madison",5490,2004,"BMW","3 Series","Excellent","6 cylinders","Gas",108000,"Automatic","RWD",NA,NA,NA,"WI",43.0571,-89.0862,"Non-JDM"
"182","Modesto",10800,2014,"Toyota","Prius","Excellent","other","Hybrid",96597,"Automatic","FWD","Compact","Sedan","Grey","CA",37.7005,-121.025,"JDM"
"183","St Cloud",17995,2019,"Hyundai","Tucson","Like new","4 cylinders","Gas",22289,"Automatic","4WD","Full-Size","Suv","Blue","MN",45.8331,-95.3879,"Non-JDM"
"184","Knoxville",12999,2015,"Toyota","Rav4 Le",NA,NA,"Gas",100173,"Automatic",NA,NA,NA,NA,"TN",35.8619,-83.6706,"JDM"
"185","Central Nj",9500,2011,"Volkswagen","Golf Gti",NA,NA,"Gas",120111,"Automatic",NA,NA,NA,NA,"NJ",40.2377,-74.7821,"Non-JDM"
"186","Knoxville",7490,2014,"Volkswagen","Tiguan",NA,NA,"Gas",131910,"Automatic",NA,NA,"Suv","Silver","TN",35.9212,-83.8737,"Non-JDM"
"187","San Antonio",81992,2020,"Lincoln","Corsair",NA,NA,"Other",1099,"Automatic","4WD",NA,"Suv","White","TX",29.5372,-98.4147,"Non-JDM"
"188","Winchester",20499,2019,"Jeep","Cherokee","Excellent","6 cylinders","Gas",42237,"Automatic","4WD","Full-Size","Suv","Grey","VA",39.1501,-78.269,"Non-JDM"
"189","Battle Creek",13497,2016,"Jeep","Cherokee Sport 4wd","Good","4 cylinders","Gas",91321,"Automatic","4WD",NA,"Suv","White","MI",42.6746,-85.6432,"Non-JDM"
"190","Southwest Michigan",15995,2014,"Ford","F-150",NA,NA,"Gas",185058,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"191","Grand Rapids",14995,2017,"Ford","Escape",NA,"4 cylinders","Gas",102603,"Automatic","4WD",NA,"Suv","White","MI",43.0364,-85.8176,"Non-JDM"
"192","Philadelphia",5500,2009,"Toyota","Scion Tc","Excellent","4 cylinders","Gas",103000,"Automatic","FWD","Compact","Coupe","White","PA",40.0486,-75.0534,"JDM"
"193","Bend",20749,2017,"Subaru","Impreza",NA,"4 cylinders","Gas",24977,"Automatic",NA,NA,"Wagon","Blue","OR",44.0928,-121.294,"JDM"
"194","Daytona Beach",6995,2009,"Honda","Civic","Like new",NA,"Gas",91973,"Automatic",NA,NA,"Sedan",NA,"FL",29.1967,-81.017,"JDM"
"195","Columbus",4995,2001,"Nissan","Pathfinder Le","Excellent","6 cylinders","Gas",1,"Automatic","4WD","Mid-Size","Suv","Grey","OH",39.956,-82.7712,"JDM"
"196","New Haven",5500,2005,"Chevrolet","Colorado","Fair","5 cylinders","Gas",156650,"Automatic","RWD",NA,"Pickup","Red","CT",41.46,-72.8222,"Non-JDM"
"197","Valdosta",4799,2011,"Ford","Taurus Se",NA,"6 cylinders","Gas",152148,"Automatic",NA,NA,NA,NA,"GA",30.348,-81.5882,"Non-JDM"
"198","Pittsburgh",3000,2011,"Subaru","Impreza","Fair","4 cylinders","Gas",137914,"Automatic","4WD","Mid-Size","Sedan","Grey","PA",40.6421,-79.7273,"JDM"
"199","Raleigh / Durham / Ch",4950,2007,"Saturn","Aura","Good","6 cylinders","Gas",105,"Automatic","FWD",NA,"Sedan","White","NC",35.8823,-78.5722,"Non-JDM"
"200","Lancaster",1150,2002,"Subaru","Outback","Fair","4 cylinders","Gas",210267,"Automatic","4WD","Mid-Size","Hatchback","White","PA",40.0396,-76.321,"JDM"
"201","Oklahoma City",38909,2019,"Volkswagen","Atlas",NA,NA,"Gas",9132,"Automatic",NA,NA,"Suv","Black","OK",35.5104,-97.6066,"Non-JDM"
"202","Kennewick-Pasco-Richland",39999,2013,"Toyota","Fj Cruiser 4x4 Gas Suv",NA,NA,"Gas",51466,"Automatic","4WD",NA,"Suv","Black","WA",46.2348,-119.128,"JDM"
"203","Kansas City, Mo",61591,2020,"Jaguar","F-Pace",NA,NA,"Gas",12220,"Automatic",NA,NA,NA,NA,"KS",38.3826,-93.7734,"Non-JDM"
"204","Eau Claire",13988,2015,"GMC","Acadia",NA,NA,"Gas",156750,"Automatic","4WD",NA,NA,"White","WI",44.8967,-91.9326,"Non-JDM"
"205","Billings",21998,2018,"Nissan","Pathfinder Sv",NA,"6 cylinders","Gas",54649,"Automatic","4WD",NA,"Suv",NA,"MT",47.6961,-116.781,"JDM"
"206","Charlottesville",23987,2017,"Honda","Cr-V",NA,NA,"Gas",26528,"Automatic",NA,NA,NA,NA,"VA",38.0985,-78.4646,"JDM"
"207","Muncie / Anderson",17997,2015,"Ford","Escape","Excellent","4 cylinders","Gas",44519,"Automatic","FWD","Mid-Size","Suv","White","IN",40.0446,-86.4697,"Non-JDM"
"208","Ithaca",9995,2010,"Subaru","Impreza Sedan","Excellent","4 cylinders","Gas",54183,"Automatic","4WD",NA,"Sedan","Silver","NY",43.2236,-77.3725,"JDM"
"209","St Cloud",6995,2013,"KIA","Soul +","Excellent","4 cylinders","Gas",110346,"Automatic","FWD","Mid-Size","Suv","Black","MN",45.8331,-95.3879,"Non-JDM"
"210","Orange County",13995,2013,"Chevrolet","Express 3500",NA,"8 cylinders","Gas",122782,"Automatic",NA,NA,"Van","White","CA",34.0406,-117.95,"Non-JDM"
"211","Lincoln",14995,2008,"Cadillac","Escalade","Excellent","8 cylinders","Gas",136360,"Automatic","4WD","Full-Size","Suv","White","NE",41.2464,-95.8565,"Non-JDM"
"212","Bakersfield",28500,2002,"GMC","Topkick","Excellent","8 cylinders","Gas",42500,"Manual",NA,NA,NA,"Orange","CA",34.0628,-118.085,"Non-JDM"
"213","Bend",273,2014,"BMW","3-Series 328d",NA,"4 cylinders","Diesel",49295,"Automatic","RWD",NA,"Sedan",NA,"OR",45.4983,-122.765,"Non-JDM"
"214","Cleveland",13500,2015,"Jeep","Patriot Sport Suv 4d","Good",NA,"Gas",54400,"Automatic","FWD",NA,"Suv","Blue","OH",41.59,-81.51,"Non-JDM"
"215","Kennewick-Pasco-Richland",5990,2007,"Honda","Civic",NA,NA,"Gas",155120,"Manual",NA,NA,NA,NA,"WA",46.2076,-119.117,"JDM"
"216","New York City",42900,2015,"Mercedes-benz","Benz S550","Excellent","8 cylinders","Gas",86917,"Automatic",NA,"Full-Size","Sedan","Black","NY",40.6251,-74.0303,"Non-JDM"
"217","North Jersey",5500,2005,"Audi","A4 Allroad","Excellent","8 cylinders","Gas",135000,"Automatic","4WD","Full-Size","Wagon","Silver","NJ",40.8759,-74.1442,"Non-JDM"
"218","Little Rock",31683,2019,"Jeep","Grand Cherokee",NA,NA,"Gas",15910,"Automatic","4WD",NA,NA,NA,"AR",38.4018,-93.785,"Non-JDM"
"219","Yuba-Sutter",18999,2013,"Chevrolet","Silverado 1500 Lt","Excellent","8 cylinders","Gas",131922,"Automatic",NA,NA,"Truck",NA,"CA",39.1234,-121.611,"Non-JDM"
"220","Lansing",9200,2010,"Chevrolet","Silverado","Excellent","6 cylinders","Gas",120000,"Automatic","FWD",NA,"Truck",NA,"MI",42.332,-83.4695,"Non-JDM"
"221","Muskegon",5995,2011,"Buick","Lucerne",NA,NA,"Gas",124365,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"222","San Antonio",2000,2013,"Chevrolet","Cruze Rs","Excellent","4 cylinders","Gas",97000,"Automatic","FWD",NA,NA,"Grey","TX",29.4832,-98.4993,"Non-JDM"
"223","Baltimore",3600,2010,"Lincoln","Town Car","Like new","8 cylinders","Gas",175888,"Automatic","RWD","Full-Size","Sedan","Silver","MD",39.3914,-76.4871,"Non-JDM"
"224","Eastern Shore",3000,2005,"Ford","Crown Victoria","Good","8 cylinders","Gas",250000,"Automatic","RWD","Full-Size","Sedan","Black","MD",37.7022,-75.6584,"Non-JDM"
"225","Akron / Canton",2995,2003,"Toyota","Highlander",NA,"4 cylinders","Gas",210099,"Automatic","RWD",NA,NA,"Silver","OH",41.1035,-81.1526,"JDM"
"226","Western Massachusetts",18990,2018,"Jeep","Cherokee Latitude Sport","Good",NA,"Gas",42218,"Other","4WD",NA,"Suv","Black","MA",42.11,-72.53,"Non-JDM"
"227","Albuquerque",21688,2016,"Cadillac","Ats",NA,"4 cylinders","Gas",60319,"Automatic","RWD",NA,"Sedan",NA,"NM",35.1104,-106.578,"Non-JDM"
"228","San Diego",4500,2009,"Subaru","Impreza","Excellent","4 cylinders","Gas",120000,"Automatic",NA,NA,NA,NA,"CA",32.7454,-117.127,"JDM"
"229","Boise",8995,2008,"Audi","A4 Quattro","Excellent","4 cylinders","Gas",87000,"Automatic","4WD","Mid-Size","Sedan","Black","ID",43.6191,-116.259,"Non-JDM"
"230","Ft Myers / Sw Florida",38667,2020,"Chevrolet","Blazer",NA,NA,"Gas",4,"Automatic","FWD",NA,NA,NA,"FL",38.4018,-93.785,"Non-JDM"
"231","San Antonio",13700,2012,"Ram","1500","Good","8 cylinders","Gas",115500,"Automatic","RWD","Full-Size","Truck","Black","TX",29.5894,-98.5201,"Non-JDM"
"232","Des Moines",15900,1999,"Ford","F-350 4x4 Reg Cab Flatbed Truck",NA,"10 cylinders","Gas",100433,"Manual","4WD",NA,NA,"Red","IA",45.5277,-94.0915,"Non-JDM"
"233","Central Nj",4000,2007,"Honda","Odyssey","Good","6 cylinders","Gas",191171,"Automatic","RWD","Full-Size","Van","Grey","NJ",40.2669,-74.525,"JDM"
"234","Northern Michigan",4995,2011,"Ford","Escape",NA,NA,"Gas",168908,"Automatic",NA,NA,NA,NA,"MI",43.1824,-84.1122,"Non-JDM"
"235","Springfield",12500,2011,"Toyota","Sienna",NA,"6 cylinders","Gas",164518,"Automatic","FWD",NA,"Other","Silver","MO",37.2593,-93.2912,"JDM"
"236","Eugene",3990,2002,"Mitsubishi","Montero Sport",NA,NA,"Gas",177583,"Automatic","4WD",NA,"Suv","Green","OR",44.0832,-123.153,"JDM"
"237","Vermont",12500,2012,"Ford","F150 Xlt","Good","8 cylinders","Gas",157000,"Automatic","4WD",NA,"Truck","Black","VT",44.4513,-73.1796,"Non-JDM"
"238","Bakersfield",11996,2014,"Subaru","Forester","Excellent","4 cylinders","Gas",115380,"Automatic","4WD",NA,"Suv","Red","CA",35.3374,-119.017,"JDM"
"239","Charleston",44000,2013,"Ram","2500","Like new","6 cylinders","Diesel",79999,"Manual","RWD","Full-Size","Truck","Silver","SC",32.9756,-80.1831,"Non-JDM"
"240","Hartford",9900,2011,"Honda","Pilot Ex-L",NA,"6 cylinders","Gas",137695,"Automatic","4WD",NA,"Suv","Black","CT",42.1488,-72.565,"JDM"
"241","Williamsport",10900,2013,"Hyundai","Santa Fe Sport Awd","Like new","4 cylinders","Gas",129519,"Automatic",NA,NA,"Suv","Grey","PA",41.136,-75.3649,"Non-JDM"
"242","South Florida",9900,2015,"Nissan","Rogue Sl","Like new","4 cylinders","Gas",27738,"Automatic","FWD","Mid-Size","Suv","Grey","FL",25.6387,-80.4235,"JDM"
"243","Syracuse",9899,1994,"Chevrolet","Impala","Excellent","8 cylinders","Gas",104000,"Automatic","RWD","Full-Size","Sedan","Black","NY",43.2291,-76.7146,"Non-JDM"
"244","New Hampshire",5499,2013,"KIA","Soul","Excellent","4 cylinders","Gas",152000,"Automatic","FWD","Compact","Suv","Grey","NH",43.2448,-71.4416,"Non-JDM"
"245","Palm Springs",16970,2014,"Honda","Accord Hybrid","Excellent","4 cylinders","Hybrid",41894,"Automatic",NA,NA,"Other",NA,"CA",33.7412,-116.357,"JDM"
"246","Waterloo / Cedar Falls",5500,2009,"Pontiac","G6","Good","6 cylinders","Gas",155091,"Automatic","FWD","Compact","Sedan","White","IA",42.5048,-92.4056,"Non-JDM"
"247","Wilmington",16500,2013,"Ford","F-150","Good","8 cylinders","Gas",135000,"Automatic","4WD","Full-Size","Pickup","Red","NC",34.3033,-77.8039,"Non-JDM"
"248","Vermont",23900,2012,"Subaru","Impreza Wrx","Excellent","4 cylinders","Gas",35000,"Manual","4WD","Compact","Wagon","Blue","VT",44.111,-72.8609,"JDM"
"249","Fayetteville",15800,2019,"KIA","Soul Plus","Good",NA,"Other",38218,"Automatic","FWD",NA,"Hatchback","White","AR",36.3319,-94.186,"Non-JDM"
"250","Richmond",14999,2015,"Ford","Transit Connect Cargo",NA,"4 cylinders","Gas",55927,"Automatic","FWD",NA,"Other","White","VA",38.2481,-77.4681,"Non-JDM"
"251","Nashville",10350,2011,"Nissan","Maxima Sv",NA,"6 cylinders","Gas",134595,"Automatic","FWD","Full-Size","Sedan","White","TN",36.0127,-86.56,"JDM"
"252","Columbus",9950,2016,"Ford","Escape","Excellent","4 cylinders","Gas",102290,"Automatic","FWD",NA,"Suv","Red","OH",40.0028,-83.1334,"Non-JDM"
"253","Sarasota-Bradenton",11888,2013,"Mercedes-benz","C-Class","Excellent",NA,"Gas",73697,"Automatic","RWD",NA,"Sedan",NA,"FL",27.2994,-82.5136,"Non-JDM"
"254","Bellingham",38999,2017,"Lexus","Rx 350 Base","Good","6 cylinders","Gas",36712,"Automatic",NA,NA,"Suv",NA,"WA",47.1894,-122.514,"JDM"
"255","Knoxville",5994,2009,"Chevrolet","Impala",NA,"6 cylinders","Gas",108363,"Automatic","FWD","Full-Size","Sedan","White","TN",35.8605,-84.1005,"Non-JDM"
"256","Fort Wayne",12995,2007,"Ford","Super Duty F-250",NA,"8 cylinders","Gas",47495,"Other","4WD",NA,"Truck","White","IN",41.2296,-84.0322,"Non-JDM"
"257","South Florida",15600,2012,"Ford","E-150",NA,NA,"Other",101000,"Automatic","FWD",NA,"Van","White","FL",25.8882,-80.2629,"Non-JDM"
"258","St Louis, Mo",18900,2011,"Rover",NA,"Excellent","8 cylinders","Gas",82300,"Automatic","4WD","Full-Size","Suv","Black","IL",38.596,-90.007,"Non-JDM"
"259","San Luis Obispo",7995,2006,"Ford","Ranger","Excellent",NA,"Gas",144258,"Automatic","RWD",NA,NA,"Silver","CA",35.1222,-120.626,"Non-JDM"
"260","Fredericksburg",3500,2006,"Nissan","Altima","Good","6 cylinders","Gas",160000,"Automatic","FWD","Mid-Size","Sedan","White","VA",38.2688,-77.5476,"JDM"
"261","Las Vegas",14900,2007,"Toyota","Fj Cruiser","Excellent","6 cylinders","Gas",164587,"Automatic","4WD",NA,"Suv","Yellow","NV",36.0939,-115.202,"JDM"
"262","Fort Wayne",23990,2017,"Chevrolet","Camaro Lt Coupe 2d","Good","6 cylinders","Gas",48441,"Other","RWD",NA,"Coupe","Silver","IN",41.07,-85.13,"Non-JDM"
"263","Ocala",10999,2017,"Hyundai","Accent Value Package","Excellent","4 cylinders","Gas",89166,"Automatic","FWD","Compact","Sedan","White","FL",28.8994,-82.3741,"Non-JDM"
"264","Mendocino County",16995,2018,"Nissan","Altima","Excellent",NA,"Gas",47408,"Automatic","FWD",NA,"Sedan",NA,"CA",38.6242,-121.401,"JDM"
"265","San Marcos",5000,2012,"Mazda","3","Good",NA,"Gas",150000,"Automatic",NA,"Sub-Compact","Hatchback","Black","TX",29.8754,-97.9404,"JDM"
"266","Columbia",13800,2007,"Ford","F-750","Good","6 cylinders","Diesel",93076,"Manual","RWD","Full-Size","Truck","White","SC",35.4012,-80.2005,"Non-JDM"
"267","Norfolk / Hampton Roads",3999,2001,"Toyota","Avalon Xl","Excellent","6 cylinders","Gas",148000,"Automatic","FWD","Full-Size","Sedan","Blue","VA",36.8554,-76.1983,"JDM"
"268","Omaha / Council Bluffs",14995,2015,"Chevrolet","Impala Ltz","Excellent","6 cylinders","Gas",55319,"Automatic","FWD","Full-Size","Suv","Silver","IA",41.2135,-96.0442,"Non-JDM"
"269","Eugene",1750,1998,"Acura","Rl","Good",NA,"Gas",272145,"Automatic","FWD","Mid-Size","Sedan","Red","OR",44.1966,-123.535,"JDM"
"270","Appleton-Oshkosh-Fdl",10987,2014,"Chevrolet","Malibu","Excellent","4 cylinders","Gas",109334,"Automatic","FWD","Mid-Size","Sedan","Silver","WI",44.5204,-88.0665,"Non-JDM"
"271","Grand Rapids",8800,2011,"Honda","Odyssey Lx","Excellent","6 cylinders","Gas",152549,"Automatic","FWD",NA,"Mini-Van","Silver","MI",42.9137,-85.7382,"JDM"
"272","Columbia",7495,2012,"Toyota","Corolla S","Excellent","4 cylinders","Gas",125615,"Manual","FWD",NA,"Sedan","Silver","SC",34.1103,-81.1966,"JDM"
"273","Great Falls",29998,2015,"Ram","1500",NA,"6 cylinders","Diesel",63039,"Automatic","4WD",NA,"Truck",NA,"MT",47.6961,-116.781,"Non-JDM"
"274","Ithaca",7500,2007,"Lexus","Is250","Excellent","4 cylinders","Gas",170000,"Automatic","FWD","Sub-Compact","Sedan","Silver","NY",42.4406,-76.4966,"JDM"
"275","Colorado Springs",1995,2002,"Chevrolet","Malibu",NA,NA,"Gas",130865,"Automatic","FWD",NA,NA,"White","CO",38.3003,-104.613,"Non-JDM"
"276","Cleveland",2000,2009,"Hyundai","Sonata","Good","6 cylinders","Gas",134000,"Automatic","FWD","Mid-Size","Sedan","Silver","OH",41.4146,-81.7862,"Non-JDM"
"277","Hartford",34777,2016,"Ford","F-350",NA,NA,"Diesel",69949,"Automatic","4WD",NA,"Pickup","Green","CT",43.0663,-71.447,"Non-JDM"
"278","Detroit Metro",2895,2003,"Chevrolet","Blazer Ls","Excellent","6 cylinders","Gas",179000,"Automatic","4WD","Mid-Size","Truck","White","MI",42.2941,-83.2536,"Non-JDM"
"279","Stockton",4900,2007,"Honda","Odyssey Exl","Excellent","6 cylinders","Gas",145000,"Automatic","FWD","Full-Size","Van","Blue","CA",37.914,-121.421,"JDM"
"280","Lewiston / Clarkston",39999,2017,"Ram","1500 Laramie Longhorn",NA,NA,"Gas",34461,"Automatic","4WD",NA,"Truck","Grey","ID",47.6561,-117.237,"Non-JDM"
"281","Albuquerque",19540,2020,"Nissan","Versa","Good",NA,"Gas",0,"Automatic","FWD",NA,"Sedan","Black","NM",35.088,-106.562,"JDM"
"282","Toledo",4995,2013,"Chevrolet","Sonic",NA,"4 cylinders","Gas",103580,"Other","FWD",NA,"Sedan","White","OH",41.2296,-84.0323,"Non-JDM"
"283","Harrisburg",2950,2012,"Volkswagen","Passat Cc","Fair","5 cylinders","Gas",135000,"Automatic","FWD","Full-Size","Sedan","White","PA",40.0514,-77.5195,"Non-JDM"
"284","Yakima",41999,2007,"Ford","Mustang Shelby Gt500 Rwd",NA,NA,"Gas",4001,"Manual","RWD",NA,"Coupe","Black","WA",46.2348,-119.128,"Non-JDM"
"285","North Jersey",11942,2017,"Ford","Escape Se Fwd",NA,"4 cylinders",NA,83071,"Automatic","FWD",NA,"Suv","White","NJ",40.8218,-74.062,"Non-JDM"
"286","Eastern Ct",4500,2002,"Ford","F-250","Good","10 cylinders","Gas",2e+05,"Automatic","4WD","Full-Size","Truck","White","CT",42.2541,-71.7746,"Non-JDM"
"287","Richmond",39997,2017,"Chevrolet","Silverado 1500","Excellent","8 cylinders","Gas",5889,"Automatic","4WD","Full-Size","Truck",NA,"IN",40.0446,-86.4697,"Non-JDM"
"288","Austin",3500,2003,"GMC","Yukon","Good","8 cylinders","Gas",252121,"Automatic","RWD","Full-Size","Suv","Black","TX",30.1388,-97.2921,"Non-JDM"
"289","Mobile",32995,2012,"Ram","2500","Good","6 cylinders","Diesel",147438,"Automatic","4WD","Full-Size","Truck","Black","AL",30.8031,-88.1409,"Non-JDM"
"290","South Jersey",3500,2005,"Toyota","Scion Tc","Good","4 cylinders","Gas",134000,"Manual","FWD","Compact","Coupe","Blue","NJ",40.0037,-75.0257,"JDM"
"291","San Luis Obispo",25000,1975,"Pontiac","Firebird Formula","Excellent","8 cylinders","Gas",1000,"Automatic","FWD","Full-Size","Coupe","Silver","CA",35.3172,-120.833,"Non-JDM"
"292","South Florida",8999,2015,"Ram","Promaster City","Like new",NA,"Gas",79000,"Automatic",NA,"Full-Size","Van","White","FL",26.663,-80.129,"Non-JDM"
"293","Hartford",17895,2014,"GMC","Yukon",NA,NA,"Gas",110811,"Automatic","4WD",NA,"Suv","Black","CT",40.8765,-74.0721,"Non-JDM"
"294","Memphis",25112,2016,"Toyota","Highlander Xle V6","Good","6 cylinders","Gas",96511,"Automatic","FWD",NA,"Other",NA,"TN",34.9304,-88.5414,"JDM"
"295","Salem",5995,2007,"Chevrolet","Hhr Lt",NA,"4 cylinders","Gas",102337,"Automatic","FWD",NA,"Wagon","Black","OR",44.9259,-122.983,"Non-JDM"
"296","Southern Illinois",29996,2014,"Lincoln","Navigator",NA,"8 cylinders","Gas",20763,"Automatic","4WD","Full-Size","Suv","Silver","IL",38.585,-89.9848,"Non-JDM"
"297","Louisville",7990,2001,"Cadillac","Eldorado","Excellent","8 cylinders","Gas",72890,"Automatic","FWD","Mid-Size","Coupe","Custom","KY",38.1596,-85.6977,"Non-JDM"
"298","Humboldt County",4500,2007,"Mitsubishi","Eclipse",NA,NA,"Gas",168000,"Automatic",NA,NA,NA,NA,"CA",40.5835,-124.147,"JDM"
